feature,importance,gain_pct,gain_cumul_pct,rank
oh_change_status_date4_Materials_Introduced,238.65602111816406,0.007481920397677006,99.6988558860996,323
mv_geography_type_Coastal,228.25698852539062,0.0071559083670253406,99.70601179446662,324
oh_change_status_date4_Land_Cleared,225.83615112304688,0.00708001456533036,99.71309180903195,325
oh_geography_type_Sparse_Forest_Grass_Land,214.85264587402344,0.006735679184326195,99.71982748821628,326
oh_geography_type_Sparse_Forest_Dense_Forest,214.27264404296875,0.006717495995357711,99.72654498421164,327
mv_geography_type_Lakes,192.76858520507812,0.006043338872909084,99.73258832308456,328
log_area,187.3405303955078,0.005873168123354331,99.73846149120791,329
oh_geography_type_Sparse_Forest_Farms_Lakes,186.53933715820312,0.005848050533625879,99.74430954174154,330
mv_geography_type_Grass_Land,186.3157501220703,0.005841041029325671,99.75015058277087,331
oh_geography_type_Sparse_Forest_Dense_Forest_Grass_Land,186.1034698486328,0.005834385994600735,99.75598496876547,332
oh_geography_type_Grass_Land_Lakes,172.29148864746094,0.005401377250898378,99.76138634601638,333
oh_geography_type_River_Sparse_Forest_Grass_Land,172.27662658691406,0.0054009113219289934,99.76678725733831,334
oh_geography_type_Barren_Land_Dense_Forest_Grass_Land_Lakes,171.4305877685547,0.005374387813061914,99.77216164515137,335
is_not_operational,165.37120056152344,0.005184424649638254,99.77734606980101,336
oh_geography_type_Sparse_Forest_Farms,165.24021911621094,0.005180318351616485,99.78252638815263,337
oh_geography_type_River_Sparse_Forest_Dense_Forest_Grass_Land,163.61236572265625,0.0051292847784738475,99.78765567293111,338
geo_farms,162.75486755371094,0.005102402016366513,99.79275807494747,339
oh_change_status_date2_Land_Cleared,159.50875854492188,0.0050006357626086965,99.79775871071008,340
oh_geography_type_River_Sparse_Forest_Dense_Forest_Grass_Land_Farms,155.3427276611328,0.004870029749398827,99.80262874045948,341
oh_geography_type_River_Sparse_Forest_Farms,151.7440948486328,0.004757211794429811,99.80738595225391,342
oh_change_status_date4_NSP_status,151.717041015625,0.0047563636506282505,99.81214231590454,343
mv_geography_type_Sparse_Forest,151.45143127441406,0.004748036724991608,99.81689035262953,344
geo_dense_forest,148.9132080078125,0.004668462849824881,99.82155881547935,345
oh_change_status_date0_Construction_Midway,148.27980041503906,0.0046486053781122,99.82620742085746,346
geo_barren_land,144.81504821777344,0.004539984610799638,99.83074740546826,347
oh_geography_type_River_Sparse_Forest_Dense_Forest,141.98912048339844,0.004451391135306669,99.83519879660356,348
oh_urban_type_Rural,137.5696258544922,0.004312838976192839,99.83951163557975,349
oh_geography_type_Sparse_Forest_Lakes,137.27308654785156,0.004303542401664057,99.84381517798141,350
geo_river,123.70680236816406,0.0038782363153180063,99.84769341429673,351
oh_geography_type_River_Barren_Land_Sparse_Forest_Dense_Forest,120.78258514404297,0.003786561442025967,99.85147997573876,352
oh_geography_type_Sparse_Forest_Grass_Land_Lakes,118.18242645263672,0.0037050458772424685,99.855185021616,353
